ticker,text,date,label,data_source
7010,Rate hike adds SAR 9.1 billion to STC annual funding costs,2021-09-27,0,synthetic
1211,Ma'aden profit drops 38% on weaker consumer spending,2021-09-27,0,synthetic
2010,Inflation surge adds 35% to SABIC operating expenses,2021-09-28,0,synthetic
1211,Saudi consumer inflation cools to 11% supporting spending,2021-09-28,1,synthetic
7010,Rating agency upgrades STC credit outlook to stable positive,2021-09-28,1,synthetic
4110,TAWUNIYA fee income rises 13% boosting overall margins,2021-10-04,1,synthetic
2010,SABIC faces shareholder lawsuit over delayed disclosures,2021-10-05,0,synthetic
1211,Ma'aden external auditors issue unqualified opinion on accounts,2021-10-06,0,synthetic
2010,Saudi Arabia current account surplus widens to SAR 14.3 billion,2021-10-08,1,synthetic
7010,STC wins major infrastructure contract worth SAR 5.9 billion,2021-10-08,0,synthetic
4325,MASAR operating margin falls by 13 basis points,2021-10-11,1,synthetic
7010,STC return on equity falls sharply to 28%,2021-10-12,0,synthetic
4110,Credit agency downgrades TAWUNIYA rating one notch,2021-10-13,0,synthetic
7010,Analyst initiates coverage of STC with neutral rating,2021-10-13,1,synthetic
7010,SAMA hikes repo rate by 29 bps tightening credit conditions,2021-10-13,0,synthetic
1120,Al Rajhi Bank Q3 earnings per share disappoints — down 23%,2021-10-13,1,synthetic
7010,STC board declares special dividend of SAR 7.7 per share,2021-10-13,1,synthetic
4110,TAWUNIYA upgraded to buy by leading investment analysts,2021-10-14,0,synthetic
1150,Alinma Bank revenue declines 14% amid weakening demand,2021-10-14,0,synthetic
2222,Saudi Aramco operating profit beats market consensus by 30%,2021-10-14,0,synthetic
1150,Alinma Bank reports net loss of SAR 3.8 billion in Q4,2021-10-14,0,synthetic
2222,Saudi Aramco shares hit 52-week low following profit warning,2021-10-15,0,synthetic
7010,US Federal Reserve raises interest rates by 16 basis points,2021-10-15,0,synthetic
7010,STC secures major SAR 13.2 billion government contract,2021-10-15,1,synthetic
4325,MASAR cuts dividend amid rising cost pressures,2021-10-18,0,synthetic
1120,Analysts downgrade Al Rajhi Bank citing intensifying competition,2021-10-18,0,synthetic
1120,Al Rajhi Bank mortgage portfolio grows 22% on housing demand,2021-10-18,1,synthetic
4325,MASAR free cash flow turns negative by SAR 13.7 billion,2021-10-19,0,synthetic
2222,SAMA hikes repo rate by 10 bps tightening credit conditions,2021-10-20,1,synthetic
2010,SABIC management reaffirms full-year guidance unchanged,2021-10-20,1,synthetic
1120,Al Rajhi Bank non-performing loan ratio falls to five-year low,2021-10-20,1,synthetic
1211,Military conflict fears in region trigger capital flight,2021-10-21,1,synthetic
4325,MASAR net interest margin compressed by 37 basis points,2021-10-22,0,synthetic
7010,STC external auditors issue unqualified opinion on accounts,2021-10-26,0,synthetic
1120,Al Rajhi Bank wins major infrastructure contract worth SAR 1.3 billion,2021-10-27,1,synthetic
1150,Alinma Bank shares hit 52-week low following profit warning,2021-10-28,1,synthetic
7010,Brent crude climbs to $11.1 per barrel lifting Saudi equities,2021-10-28,0,synthetic
4325,MASAR mortgage portfolio grows 41% on housing demand,2021-10-28,0,synthetic
7010,STC market share increases 8% in its core business,2021-10-29,0,synthetic
4325,MASAR customer deposits grow 42% year on year,2021-10-29,1,synthetic
1120,Al Rajhi Bank board approves SAR 11.3 billion share buyback program,2021-11-01,1,synthetic
7010,STC revenue growth reaches 23% year on year,2021-11-01,1,synthetic
2222,Saudi Aramco halts new branch rollout citing poor financial returns,2021-11-02,0,synthetic
1120,Al Rajhi Bank loses significant market share to competitors,2021-11-03,0,synthetic
2010,Military conflict fears in region trigger capital flight,2021-11-05,1,synthetic
2010,SABIC gross margin expands by 35 basis points,2021-11-08,1,synthetic
1120,Analyst initiates coverage of Al Rajhi Bank with neutral rating,2021-11-09,0,synthetic
2222,Saudi Aramco free cash flow turns negative by SAR 14.3 billion,2021-11-09,0,synthetic
1211,Saudi current account deficit widens on lower oil revenues,2021-11-09,0,synthetic
4110,TAWUNIYA operating margin falls by 32 basis points,2021-11-11,0,synthetic
2010,SABIC updates market on its ongoing strategic review,2021-11-11,1,synthetic
2222,Saudi Aramco secures major SAR 7.6 billion government contract,2021-11-11,1,synthetic
1211,Ma'aden free cash flow turns negative by SAR 4.4 billion,2021-11-12,1,synthetic
2222,Inflation surge adds 26% to Saudi Aramco operating expenses,2021-11-15,0,synthetic
7010,Credit agency downgrades STC rating one notch,2021-11-15,0,synthetic
1120,Al Rajhi Bank net income surges 22% on strong market demand,2021-11-15,1,synthetic
1211,Ma'aden board approves SAR 1.3 billion share buyback program,2021-11-16,0,synthetic
4325,Inflation surge adds 25% to MASAR operating expenses,2021-11-16,0,synthetic
2010,SABIC market share increases 19% in its core business,2021-11-16,0,synthetic
2010,Global equity markets rally on US-China trade deal progress,2021-11-17,1,synthetic
1120,Credit agency downgrades Al Rajhi Bank rating one notch,2021-11-18,0,synthetic
7010,US Federal Reserve raises interest rates by 39 basis points,2021-11-18,0,synthetic
1211,Ma'aden posts SAR 6.4 billion asset impairment charge,2021-11-18,0,synthetic
4325,MASAR board approves SAR 14.0 billion share buyback program,2021-11-22,1,synthetic
2222,Saudi Aramco digital customers rise 32% year on year,2021-11-22,1,synthetic
1120,Al Rajhi Bank fee income rises 13% boosting overall margins,2021-11-24,1,synthetic
2010,SABIC reports net loss of SAR 8.8 billion in Q2,2021-11-25,0,synthetic
1120,Al Rajhi Bank announces SAR 6.2 billion dividend to shareholders,2021-11-25,1,synthetic
1120,Saudi Arabia current account surplus widens to SAR 5.3 billion,2021-11-25,1,synthetic
1120,Inflation surge adds 41% to Al Rajhi Bank operating expenses,2021-11-26,0,synthetic
2222,Saudi Aramco completes acquisition integration ahead of schedule,2021-11-29,0,synthetic
1150,Alinma Bank reports net loss of SAR 1.5 billion in Q4,2021-11-29,0,synthetic
4110,US-China trade war escalation hits global supply chains,2021-11-30,0,synthetic
4110,TAWUNIYA board declares special dividend of SAR 8.9 per share,2021-11-30,1,synthetic
4110,TAWUNIYA posts SAR 11.9 billion asset impairment charge,2021-12-01,0,synthetic
1150,Alinma Bank return on equity climbs strongly to 24%,2021-12-01,1,synthetic
4110,Credit agency downgrades TAWUNIYA rating one notch,2021-12-02,0,synthetic
1150,Alinma Bank cost-to-income ratio improves significantly to 21%,2021-12-03,1,synthetic
2010,SABIC shares hit 52-week low following profit warning,2021-12-03,0,synthetic
1211,Ma'aden gross margin expands by 22 basis points,2021-12-06,1,synthetic
2010,SABIC liquidity position under growing pressure say analysts,2021-12-06,0,synthetic
2222,Saudi Aramco workforce productivity improves by 19%,2021-12-06,1,synthetic
4325,MASAR operating margin falls by 35 basis points,2021-12-07,1,synthetic
7010,STC halts new branch rollout citing poor financial returns,2021-12-07,0,synthetic
7010,STC placed under regulatory probe for compliance failure,2021-12-08,0,synthetic
4110,Inflation surge adds 42% to TAWUNIYA operating expenses,2021-12-08,0,synthetic
2222,Saudi Aramco faces shareholder lawsuit over delayed disclosures,2021-12-09,0,synthetic
1211,Ma'aden digital customers rise 7% year on year,2021-12-09,0,synthetic
1211,Brent crude drops to $14.4 per barrel pressuring Saudi stocks,2021-12-09,0,synthetic
1150,Alinma Bank posts 26% rise in total operating income,2021-12-09,1,synthetic
2222,Saudi Aramco profit falls 15% missing analyst estimates,2021-12-09,0,synthetic
1150,Alinma Bank shelves expansion plan citing macroeconomic headwinds,2021-12-10,0,synthetic
1120,Foreign investor inflows into Tadawul index rise 15%,2021-12-10,1,synthetic
1120,Al Rajhi Bank profit drops 10% on weaker consumer spending,2021-12-13,0,synthetic
2222,Saudi Aramco cost-to-income ratio deteriorates to 12%,2021-12-14,0,synthetic
1120,Al Rajhi Bank CEO and CFO depart amid corporate governance issues,2021-12-15,0,synthetic
4110,TAWUNIYA loses significant market share to competitors,2021-12-15,0,synthetic
7010,STC secures major SAR 1.2 billion government contract,2021-12-15,1,synthetic
1211,Ma'aden expands into new markets under Vision 2030,2021-12-16,1,synthetic
4110,TAWUNIYA signs joint venture deal worth SAR 9.3 billion,2021-12-16,1,synthetic
4110,TAWUNIYA signs joint venture deal worth SAR 2.4 billion,2021-12-16,1,synthetic
2010,SAMA hikes repo rate by 5 bps tightening credit conditions,2021-12-17,0,synthetic
1120,Al Rajhi Bank net financing income declines 34% in Q4,2021-12-20,1,synthetic
2010,SABIC Q1 EBITDA up 11% on strong revenue momentum,2021-12-21,1,synthetic
2010,SABIC shelves expansion plan citing macroeconomic headwinds,2021-12-22,0,synthetic
1150,Alinma Bank capital adequacy ratio rises to 33%,2021-12-22,1,synthetic
4325,Geopolitical tensions in the Middle East unsettle investors,2021-12-22,0,synthetic
1120,Al Rajhi Bank net interest margin compressed by 24 basis points,2021-12-22,0,synthetic
4110,TAWUNIYA announces SAR 7.1 billion dividend to shareholders,2021-12-22,1,synthetic
1120,Al Rajhi Bank cuts dividend amid rising cost pressures,2021-12-24,0,synthetic
2222,Saudi Aramco profit drops 28% on weaker consumer spending,2021-12-27,0,synthetic
7010,SAMA hikes repo rate by 25 bps tightening credit conditions,2021-12-28,0,synthetic
1211,Ma'aden net income drops 34% in the latest quarter,2021-12-28,0,synthetic
7010,Saudi consumer inflation cools to 28% supporting spending,2021-12-29,0,synthetic
4110,TAWUNIYA board convenes to discuss capital allocation strategy,2021-12-29,0,synthetic
1211,Ma'aden profit falls 18% missing analyst estimates,2021-12-31,0,synthetic
1120,Al Rajhi Bank mortgage portfolio grows 8% on housing demand,2022-01-03,1,synthetic
7010,STC cost-to-income ratio improves significantly to 30%,2022-01-04,1,synthetic
7010,US Federal Reserve cuts interest rates by 39 basis points,2022-01-04,1,synthetic
7010,STC posts 23% rise in total operating income,2022-01-05,1,synthetic
2222,Saudi Aramco mortgage portfolio grows 9% on housing demand,2022-01-05,1,synthetic
2222,Saudi Aramco Q3 EBITDA up 36% on strong revenue momentum,2022-01-05,1,synthetic
7010,US recession fears trigger widespread global equity selloff,2022-01-05,0,synthetic
7010,STC loses key SAR 14.4 billion infrastructure contract,2022-01-06,0,synthetic
1211,Ma'aden holds investor day to outline medium-term strategy,2022-01-06,1,synthetic
1150,Alinma Bank releases annual sustainability and ESG report,2022-01-06,0,synthetic
7010,US Federal Reserve cuts interest rates by 37 basis points,2022-01-07,1,synthetic
1150,SAMA hikes repo rate by 23 bps tightening credit conditions,2022-01-07,0,synthetic
4325,MASAR loses key SAR 14.3 billion infrastructure contract,2022-01-10,0,synthetic
2222,Saudi Aramco launches new product line to strong market reception,2022-01-10,1,synthetic
4325,MASAR total assets grow 17% to reach SAR 2.5 billion,2022-01-11,1,synthetic
1211,Ma'aden halts new branch rollout citing poor financial returns,2022-01-13,0,synthetic
7010,STC regulatory filing shows largely stable loan book,2022-01-13,1,synthetic
1150,Alinma Bank profit climbed 32% driven by higher volumes,2022-01-13,1,synthetic
2010,SABIC revenue declines 19% amid weakening demand,2022-01-14,0,synthetic
1211,Rating agency upgrades Ma'aden credit outlook to stable positive,2022-01-14,1,synthetic
1150,Alinma Bank net financing income rises 13% in first half,2022-01-17,1,synthetic
1211,Ma'aden CEO and CFO depart amid corporate governance issues,2022-01-18,1,synthetic
2222,Saudi Aramco net financing income rises 10% in first half,2022-01-19,1,synthetic
4110,TAWUNIYA posts SAR 5.3 billion asset impairment charge,2022-01-20,0,synthetic
4325,Saudi current account deficit widens on lower oil revenues,2022-01-20,0,synthetic
2010,IMF raises Saudi Arabia economic growth outlook to 22%,2022-01-21,1,synthetic
7010,STC net financing income declines 22% in Q1,2022-01-21,0,synthetic
2222,Brent crude drops to $9.6 per barrel pressuring Saudi stocks,2022-01-21,0,synthetic
2010,Global risk appetite improves on soft US inflation reading,2022-01-24,1,synthetic
1211,Saudi Arabia GDP growth slows to 16% below IMF expectations,2022-01-24,1,synthetic
2010,Foreign investor inflows into Tadawul index rise 36%,2022-01-25,1,synthetic
1120,Al Rajhi Bank holds investor day to outline medium-term strategy,2022-01-26,0,synthetic
2222,Saudi Aramco warns of tough trading outlook for rest of year,2022-01-27,1,synthetic
4110,TAWUNIYA cost-to-income ratio improves significantly to 25%,2022-01-27,1,synthetic
4110,TAWUNIYA Q4 earnings per share disappoints — down 12%,2022-01-27,1,synthetic
4110,US-China trade war escalation hits global supply chains,2022-01-28,0,synthetic
4325,MASAR completes acquisition integration ahead of schedule,2022-01-28,0,synthetic
1120,Brent crude climbs to $6.6 per barrel lifting Saudi equities,2022-01-28,1,synthetic
1150,US Federal Reserve raises interest rates by 11 basis points,2022-01-28,0,synthetic
1150,Alinma Bank net financing income rises 26% in first half,2022-01-28,1,synthetic
4325,IMF raises Saudi Arabia economic growth outlook to 27%,2022-01-31,1,synthetic
1211,Ma'aden profit falls 41% missing analyst estimates,2022-01-31,1,synthetic
4325,Global equity markets rally on US-China trade deal progress,2022-02-01,1,synthetic
2010,SABIC Q3 results show 26% year-on-year profit contraction,2022-02-01,0,synthetic
4110,Brent crude drops to $14.9 per barrel pressuring Saudi stocks,2022-02-01,0,synthetic
2010,Brent crude drops to $6.1 per barrel pressuring Saudi stocks,2022-02-01,0,synthetic
7010,STC return on equity falls sharply to 14%,2022-02-01,0,synthetic
7010,STC placed under regulatory probe for compliance failure,2022-02-01,1,synthetic
1211,Ma'aden Q1 results show 24% year-on-year profit contraction,2022-02-01,0,synthetic
1150,Alinma Bank profit drops 20% on weaker consumer spending,2022-02-02,0,synthetic
7010,STC profit drops 24% on weaker consumer spending,2022-02-03,0,synthetic
1120,Al Rajhi Bank Q1 results show 39% year-on-year profit contraction,2022-02-03,0,synthetic
2010,US recession fears trigger widespread global equity selloff,2022-02-03,0,synthetic
7010,IMF raises Saudi Arabia economic growth outlook to 7%,2022-02-03,1,synthetic
2222,Saudi Aramco raises full-year guidance after strong Q4 results,2022-02-04,1,synthetic
4110,TAWUNIYA quarterly profit up 32% beating analyst forecasts,2022-02-04,1,synthetic
7010,STC management holds meetings with institutional investors,2022-02-04,0,synthetic
1211,Ma'aden gross margin expands by 16 basis points,2022-02-07,1,synthetic
2010,SABIC writes off SAR 6.5 billion in non-performing assets,2022-02-07,0,synthetic
2222,Saudi Aramco non-performing loan ratio falls to five-year low,2022-02-07,1,synthetic
1120,Al Rajhi Bank Q4 EBITDA up 18% on strong revenue momentum,2022-02-08,1,synthetic
2010,SABIC operating margin falls by 13 basis points,2022-02-09,0,synthetic
4325,Inflation surge adds 26% to MASAR operating expenses,2022-02-09,0,synthetic
2010,SABIC faces shareholder lawsuit over delayed disclosures,2022-02-11,0,synthetic
2222,Saudi Aramco management holds meetings with institutional investors,2022-02-14,0,synthetic
2010,SABIC profit drops 15% on weaker consumer spending,2022-02-14,0,synthetic
2222,Rate hike adds SAR 12.6 billion to Saudi Aramco annual funding costs,2022-02-14,0,synthetic
4325,Geopolitical tensions in the Middle East unsettle investors,2022-02-15,0,synthetic
1150,Saudi consumer inflation cools to 22% supporting spending,2022-02-15,1,synthetic
1120,Al Rajhi Bank operating profit beats market consensus by 16%,2022-02-16,1,synthetic
4325,MASAR halts new branch rollout citing poor financial returns,2022-02-17,0,synthetic
7010,US Federal Reserve cuts interest rates by 41 basis points,2022-02-21,1,synthetic
4110,Saudi Arabia GDP grows 36% beating IMF growth forecast,2022-02-21,1,synthetic
1211,Ma'aden return on equity falls sharply to 14%,2022-02-21,0,synthetic
1211,Ma'aden refinances SAR 10.6 billion revolving debt facility,2022-02-21,0,synthetic
4325,MASAR posts SAR 0.4 billion asset impairment charge,2022-02-21,0,synthetic
2010,SABIC raises full-year guidance after strong Q4 results,2022-02-22,0,synthetic
2010,SABIC signs joint venture deal worth SAR 1.5 billion,2022-02-22,1,synthetic
2010,Saudi Arabia GDP growth slows to 35% below IMF expectations,2022-02-22,0,synthetic
4110,US-China trade war escalation hits global supply chains,2022-02-23,0,synthetic
1120,Al Rajhi Bank board approves SAR 0.6 billion share buyback program,2022-02-23,1,synthetic
4325,MASAR net interest margin compressed by 9 basis points,2022-02-23,0,synthetic
1120,Al Rajhi Bank market share increases 28% in its core business,2022-02-25,1,synthetic
1150,Alinma Bank free cash flow turns negative by SAR 14.8 billion,2022-02-28,0,synthetic
7010,Saudi consumer inflation cools to 14% supporting spending,2022-02-28,1,synthetic
1150,Brent crude climbs to $2.9 per barrel lifting Saudi equities,2022-02-28,1,synthetic
1150,Alinma Bank customer deposits shrink 28% in market uncertainty,2022-03-02,0,synthetic
1120,Al Rajhi Bank updates market on its ongoing strategic review,2022-03-02,1,synthetic
1150,Alinma Bank completes acquisition integration ahead of schedule,2022-03-03,0,synthetic
1150,Alinma Bank cuts dividend amid rising cost pressures,2022-03-03,0,synthetic
7010,US Federal Reserve raises interest rates by 16 basis points,2022-03-04,0,synthetic
1120,Analysts downgrade Al Rajhi Bank citing intensifying competition,2022-03-04,0,synthetic
1120,Al Rajhi Bank cost-to-income ratio deteriorates to 39%,2022-03-04,0,synthetic
1120,Al Rajhi Bank shares hit 52-week low following profit warning,2022-03-04,0,synthetic
1150,Rating agency upgrades Alinma Bank credit outlook to stable positive,2022-03-07,1,synthetic
4110,TAWUNIYA profit drops 30% on weaker consumer spending,2022-03-07,0,synthetic
2010,SABIC announces SAR 0.6 billion dividend to shareholders,2022-03-08,1,synthetic
4325,MASAR loses significant market share to competitors,2022-03-08,0,synthetic
1211,Ma'aden operating margin falls by 8 basis points,2022-03-08,0,synthetic
1150,Alinma Bank CEO and CFO depart amid corporate governance issues,2022-03-08,0,synthetic
1120,Al Rajhi Bank Q3 results show 11% year-on-year profit contraction,2022-03-09,0,synthetic
7010,STC participates in major regional banking conference,2022-03-09,0,synthetic
1120,Foreign investor inflows into Tadawul index rise 24%,2022-03-10,1,synthetic
4110,TAWUNIYA cost-to-income ratio improves significantly to 18%,2022-03-11,1,synthetic
4325,Saudi Arabia current account surplus widens to SAR 4.7 billion,2022-03-11,1,synthetic
7010,STC Q2 results show 33% year-on-year profit contraction,2022-03-14,0,synthetic
1120,Al Rajhi Bank free cash flow jumps 7% in the fiscal year,2022-03-15,1,synthetic
1211,Ma'aden revenue growth reaches 11% year on year,2022-03-15,1,synthetic
1150,Alinma Bank signs joint venture deal worth SAR 5.7 billion,2022-03-15,1,synthetic
2222,Saudi Aramco management holds meetings with institutional investors,2022-03-16,0,synthetic
4110,Global risk appetite improves on soft US inflation reading,2022-03-18,1,synthetic
2222,Dollar strengthens 12% against peers pressuring commodities,2022-03-21,0,synthetic
4325,Brent crude climbs to $8.8 per barrel lifting Saudi equities,2022-03-21,1,synthetic
1211,Ma'aden launches new product line to strong market reception,2022-03-21,1,synthetic
4325,MASAR gross margin expands by 23 basis points,2022-03-21,1,synthetic
2222,Saudi Aramco workforce productivity improves by 14%,2022-03-23,1,synthetic
4110,Oil prices rally 17% following OPEC production cut agreement,2022-03-23,1,synthetic
1120,US Federal Reserve cuts interest rates by 42 basis points,2022-03-23,1,synthetic
1120,Al Rajhi Bank participates in major regional banking conference,2022-03-23,0,synthetic
1120,Al Rajhi Bank holds investor day to outline medium-term strategy,2022-03-24,0,synthetic
2222,Saudi Aramco wins major infrastructure contract worth SAR 10.8 billion,2022-03-24,1,synthetic
2222,Saudi Aramco launches new product line to strong market reception,2022-03-24,1,synthetic
4110,Global risk appetite improves on soft US inflation reading,2022-03-25,1,synthetic
2222,Saudi Arabia current account surplus widens to SAR 14.1 billion,2022-03-29,1,synthetic
7010,Interest rate cut expectations boost GCC banking sector stocks,2022-03-30,1,synthetic
1150,Alinma Bank placed under regulatory probe for compliance failure,2022-03-30,0,synthetic
2222,Saudi Aramco shares hit 52-week low following profit warning,2022-03-31,0,synthetic
2010,SABIC net interest margin compressed by 32 basis points,2022-03-31,0,synthetic
1211,Saudi Arabia current account surplus widens to SAR 3.2 billion,2022-04-01,1,synthetic
1120,Al Rajhi Bank posts 29% rise in total operating income,2022-04-01,1,synthetic
2222,Saudi Aramco gross margin expands by 22 basis points,2022-04-01,0,synthetic
7010,STC refinances SAR 6.2 billion revolving debt facility,2022-04-01,1,synthetic
1120,US-China trade war escalation hits global supply chains,2022-04-04,0,synthetic
7010,STC management holds meetings with institutional investors,2022-04-04,0,synthetic
2222,Saudi consumer inflation cools to 32% supporting spending,2022-04-04,0,synthetic
1211,Ma'aden raises full-year guidance after strong Q3 results,2022-04-04,1,synthetic
1150,Geopolitical tensions in the Middle East unsettle investors,2022-04-05,0,synthetic
1150,Alinma Bank raises full-year guidance after strong Q2 results,2022-04-06,1,synthetic
1150,Alinma Bank posts 37% rise in total operating income,2022-04-07,1,synthetic
1211,Ma'aden upgraded to buy by leading investment analysts,2022-04-08,1,synthetic
7010,STC customer deposits shrink 27% in market uncertainty,2022-04-08,0,synthetic
4110,Interest rate cut expectations boost GCC banking sector stocks,2022-04-11,1,synthetic
4325,US Federal Reserve cuts interest rates by 5 basis points,2022-04-12,1,synthetic
7010,Interest rate cut expectations boost GCC banking sector stocks,2022-04-12,1,synthetic
1211,Ma'aden earnings per share jump 41% in Q3,2022-04-12,1,synthetic
2010,SABIC customer deposits shrink 11% in market uncertainty,2022-04-13,0,synthetic
1150,Alinma Bank regulatory filing shows largely stable loan book,2022-04-13,0,synthetic
4110,TAWUNIYA participates in major regional banking conference,2022-04-14,1,synthetic
1150,Alinma Bank CEO and CFO depart amid corporate governance issues,2022-04-18,0,synthetic
4110,TAWUNIYA shelves expansion plan citing macroeconomic headwinds,2022-04-20,0,synthetic
7010,STC raises full-year guidance after strong Q3 results,2022-04-21,1,synthetic
4110,TAWUNIYA loses key SAR 9.6 billion infrastructure contract,2022-04-22,0,synthetic
1211,Ma'aden revenue growth reaches 21% year on year,2022-04-22,1,synthetic
1150,Alinma Bank mortgage portfolio grows 9% on housing demand,2022-04-25,1,synthetic
1120,Al Rajhi Bank non-performing loans rise 21% raising credit concerns,2022-04-25,0,synthetic
1150,Alinma Bank profit climbed 41% driven by higher volumes,2022-04-26,1,synthetic
2010,SABIC total assets grow 25% to reach SAR 2.3 billion,2022-04-28,1,synthetic
1211,US recession fears trigger widespread global equity selloff,2022-04-29,0,synthetic
1120,Military conflict fears in region trigger capital flight,2022-04-29,0,synthetic
1120,Al Rajhi Bank management reaffirms full-year guidance unchanged,2022-04-29,0,synthetic
1120,Rating agency upgrades Al Rajhi Bank credit outlook to stable positive,2022-05-03,1,synthetic
2010,SABIC board convenes to discuss capital allocation strategy,2022-05-03,1,synthetic
1211,Ma'aden operating margin falls by 14 basis points,2022-05-04,1,synthetic
4325,MASAR market share increases 7% in its core business,2022-05-04,1,synthetic
2010,SABIC Q4 earnings per share disappoints — down 35%,2022-05-05,0,synthetic
4325,MASAR digital customers rise 18% year on year,2022-05-05,1,synthetic
7010,STC Q2 EBITDA up 27% on strong revenue momentum,2022-05-06,1,synthetic
2010,Rate hike adds SAR 2.7 billion to SABIC annual funding costs,2022-05-06,0,synthetic
1150,Alinma Bank board convenes to discuss capital allocation strategy,2022-05-09,1,synthetic
7010,STC shares hit 52-week low following profit warning,2022-05-10,0,synthetic
1150,Analyst initiates coverage of Alinma Bank with neutral rating,2022-05-11,1,synthetic
1150,Alinma Bank raises full-year guidance after strong Q3 results,2022-05-13,1,synthetic
1120,Al Rajhi Bank faces shareholder lawsuit over delayed disclosures,2022-05-13,1,synthetic
2222,Saudi consumer inflation rises to 39% squeezing households,2022-05-13,0,synthetic
1120,Al Rajhi Bank earnings miss market estimates by 27%,2022-05-13,0,synthetic
4325,MASAR Q2 results show 5% year-on-year profit contraction,2022-05-16,1,synthetic
2010,US-China trade war escalation hits global supply chains,2022-05-16,0,synthetic
7010,STC net financing income declines 26% in Q2,2022-05-16,0,synthetic
4110,TAWUNIYA non-performing loan ratio falls to five-year low,2022-05-17,1,synthetic
2010,Credit agency downgrades SABIC rating one notch,2022-05-18,1,synthetic
2222,Saudi Aramco regulatory filing shows largely stable loan book,2022-05-18,0,synthetic
2010,SABIC revenue declines 12% amid weakening demand,2022-05-18,0,synthetic
2222,Saudi Aramco CEO and CFO depart amid corporate governance issues,2022-05-19,0,synthetic
1211,Ma'aden revenue growth reaches 20% year on year,2022-05-19,0,synthetic
4110,TAWUNIYA free cash flow turns negative by SAR 11.0 billion,2022-05-19,0,synthetic
2222,Saudi Aramco total assets grow 33% to reach SAR 13.2 billion,2022-05-19,1,synthetic
2222,Saudi Aramco signs joint venture deal worth SAR 4.8 billion,2022-05-20,1,synthetic
1211,Military conflict fears in region trigger capital flight,2022-05-20,0,synthetic
2010,Vision 2030 investment drives 20% non-oil sector GDP growth,2022-05-23,0,synthetic
7010,Global risk appetite improves on soft US inflation reading,2022-05-23,1,synthetic
2222,Saudi Aramco operating margin falls by 37 basis points,2022-05-23,0,synthetic
1211,Ma'aden liquidity position under growing pressure say analysts,2022-05-24,0,synthetic
2222,Saudi Aramco reports record Q2 net profit of SAR 4.3 billion,2022-05-24,1,synthetic
2010,US recession fears trigger widespread global equity selloff,2022-05-24,0,synthetic
7010,STC reports record Q4 net profit of SAR 4.3 billion,2022-05-24,1,synthetic
2222,Saudi Aramco shares hit 52-week low following profit warning,2022-05-25,0,synthetic
4325,MASAR posts SAR 7.5 billion asset impairment charge,2022-05-25,0,synthetic
2222,Inflation surge adds 22% to Saudi Aramco operating expenses,2022-05-25,0,synthetic
1211,Ma'aden loses key SAR 3.8 billion infrastructure contract,2022-05-25,0,synthetic
2222,Saudi Aramco regulatory filing shows largely stable loan book,2022-05-27,0,synthetic
1120,Al Rajhi Bank raises full-year guidance after strong Q1 results,2022-05-27,1,synthetic
4110,TAWUNIYA halts new branch rollout citing poor financial returns,2022-05-27,0,synthetic
4325,MASAR mortgage portfolio grows 16% on housing demand,2022-05-27,1,synthetic
1150,Alinma Bank operating profit beats market consensus by 23%,2022-05-30,1,synthetic
1120,Al Rajhi Bank shelves expansion plan citing macroeconomic headwinds,2022-05-30,1,synthetic
1120,Foreign investor inflows into Tadawul index rise 17%,2022-05-31,1,synthetic
1211,Brent crude drops to $3.1 per barrel pressuring Saudi stocks,2022-06-01,0,synthetic
4325,MASAR gross margin expands by 33 basis points,2022-06-01,1,synthetic
2222,Saudi Aramco upgraded to buy by leading investment analysts,2022-06-02,1,synthetic
1150,US Federal Reserve raises interest rates by 18 basis points,2022-06-03,1,synthetic
4325,MASAR participates in major regional banking conference,2022-06-03,0,synthetic
1150,Alinma Bank issues routine trading update for current quarter,2022-06-03,0,synthetic
1150,Alinma Bank liquidity position under growing pressure say analysts,2022-06-07,1,synthetic
7010,STC posts SAR 7.0 billion asset impairment charge,2022-06-09,0,synthetic
1211,Ma'aden workforce productivity improves by 16%,2022-06-09,1,synthetic
4325,MASAR operating profit beats market consensus by 21%,2022-06-09,1,synthetic
1211,Ma'aden raises full-year guidance after strong Q2 results,2022-06-09,0,synthetic
1211,Ma'aden announces SAR 1.1 billion dividend to shareholders,2022-06-09,1,synthetic
2010,SABIC cuts dividend amid rising cost pressures,2022-06-10,0,synthetic
2010,Higher-for-longer US rates weigh on Saudi bank margins,2022-06-10,0,synthetic
4110,TAWUNIYA free cash flow jumps 22% in the fiscal year,2022-06-13,0,synthetic
2222,Saudi Aramco net financing income declines 13% in Q2,2022-06-13,0,synthetic
1211,Ma'aden Q1 EBITDA up 25% on strong revenue momentum,2022-06-13,1,synthetic
4325,MASAR customer deposits shrink 19% in market uncertainty,2022-06-13,0,synthetic
1150,Saudi consumer inflation cools to 35% supporting spending,2022-06-14,1,synthetic
4325,MASAR cost-to-income ratio deteriorates to 37%,2022-06-14,1,synthetic
7010,STC results broadly in line with analyst expectations,2022-06-14,0,synthetic
4325,MASAR quarterly profit up 38% beating analyst forecasts,2022-06-14,1,synthetic
1120,Al Rajhi Bank revenue growth reaches 5% year on year,2022-06-15,1,synthetic
4325,MASAR digital customers rise 18% year on year,2022-06-15,1,synthetic
4110,TAWUNIYA workforce productivity improves by 31%,2022-06-16,1,synthetic
